"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0755976N";"Université";"MCF";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";9
"0755976N";"Université";"MCF";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";29
"0755976N";"Université";"MCF";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";38
"0755976N";"Université";"MCF";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";24
"0755976N";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";16
"0755976N";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";14
"0755976N";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";3
"0755976N";"Université";"PR";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0755976N";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";8
"0755976N";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";3
"0755976N";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";16
"0755976N";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";1
"0755976N";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";9
"0755976N";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";26
"0755976N";"Université";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";1
"0755976N";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";2
"0755976N";"Université";"PR";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";8
"0755976N";"Université";"PR";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";49
"0755976N";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";5
"0755976N";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";3
"0755976N";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";17
"0755976N";"Université";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";6
"0755976N";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";3
"0755976N";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";8
"0755976N";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";9
"0755976N";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";26
"0755976N";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";31
"0755976N";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";25
"0755976N";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";30
"0755976N";"Université";"PR";29;"29-Constituants élémentaires";"Physique";"Sciences";12
"0755976N";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";5
"0755976N";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";11
"0755976N";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";11
"0755976N";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";1
"0755976N";"Université";"PR";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";12
"0755976N";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";13
"0755976N";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";1
"0755976N";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";26
"0755976N";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";44
"0755976N";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";34
"0755976N";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";26
"0755976N";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";18
"0755976N";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";69
"0755976N";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";58
"0755976N";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";38
"0755976N";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";38
"0755976N";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";50
"0755976N";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";53
"0755976N";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";28
"0755976N";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";80
"0755976N";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";25
"0755976N";"Université";"PR";56;"56-Développement, croissance et prévention";"Odontologie";"Odontologie";7
"0755976N";"Université";"PR";57;"57-Chirurgie orale - parondontologie - biologie orale";"Odontologie";"Odontologie";14
"0755976N";"Université";"PR";58;"58-Réhabilitation orale";"Odontologie";"Odontologie";9
"0755976N";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0755976N";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0755976N";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0755976N";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0755976N";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";16
"0755976N";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";27
"0755976N";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";10
"0755976N";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0755976N";"Université";"PR";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";2
"0755976N";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";1
"0755976N";"Université";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";8
"0755976N";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";3
"0755976N";"Université";"PR";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0755976N";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";3
"0755976N";"Université";"PR";80;"80-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(bi-appartenants)";"Pharmacie";2
"0755976N";"Université";"PR";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";11
"0755976N";"Université";"PR";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";18
"0755976N";"Université";"PR";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";4
"0755976N";"Université";"PR";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";14
"0755976N";"Université";"PR";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";3
"0760165S";"Institut ou école extérieur aux universités";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0760165S";"Institut ou école extérieur aux universités";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0760165S";"Institut ou école extérieur aux universités";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";9
"0760165S";"Institut ou école extérieur aux universités";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";8
"0760165S";"Institut ou école extérieur aux universités";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";1
"0760165S";"Institut ou école extérieur aux universités";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";5
"0760165S";"Institut ou école extérieur aux universités";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";5
"0760165S";"Institut ou école extérieur aux universités";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";15
"0760165S";"Institut ou école extérieur aux universités";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";5
"0760165S";"Institut ou école extérieur aux universités";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";14
"0760165S";"Institut ou école extérieur aux universités";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";5
"0760165S";"Institut ou école extérieur aux universités";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";4
"0760165S";"Institut ou école extérieur aux universités";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";6
"0760165S";"Institut ou école extérieur aux universités";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";1
"0760165S";"Institut ou école extérieur aux universités";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0760165S";"Institut ou école extérieur aux universités";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0760165S";"Institut ou école extérieur aux universités";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0760165S";"Institut ou école extérieur aux universités";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0761904G";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";22
"0761904G";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";14
"0761904G";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";4
"0761904G";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";2
"0761904G";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";17
"0761904G";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";20
"0761904G";"Université";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";13
"0761904G";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";6
"0761904G";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";11
"0761904G";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0761904G";"Université";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";22
"0761904G";"Université";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";2
"0761904G";"Université";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";10
"0761904G";"Université";"MCF";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";29
"0761904G";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";4
"0761904G";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";3
"0761904G";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";11
"0761904G";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";7
"0761904G";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";14
"0761904G";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";10
"0761904G";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";1
"0761904G";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";18
"0761904G";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";20
"0761904G";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";16
"0761904G";"Université";"MCF";30;"30-Milieux dilués et optique";"Physique";"Sciences";5
"0761904G";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";21
"0761904G";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";16
"0761904G";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";10
"0761904G";"Université";"MCF";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";2
"0761904G";"Université";"MCF";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";5
"0761904G";"Université";"MCF";37;"37-Météorologie, océanographie physique et physique de l'environnement";"Sciences de la terre";"Sciences";2
"0761904G";"Université";"MCF";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";1
"0761904G";"Université";"MCF";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";6
"0761904G";"Université";"MCF";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";1
"0761904G";"Université";"MCF";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";2
"0761904G";"Université";"MCF";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";4
"0761904G";"Université";"MCF";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";1
"0761904G";"Université";"MCF";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";1
"0761904G";"Université";"MCF";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";1
"0761904G";"Université";"MCF";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";2
"0761904G";"Université";"MCF";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";1
"0761904G";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";2
"0761904G";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";11
"0761904G";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";17
"0761904G";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";15
"0761904G";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";18
"0761904G";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";10
"0761904G";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";19
"0761904G";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";6
"0761904G";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";9
"0761904G";"Université";"MCF";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";20
"0761904G";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0761904G";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";21
"0761904G";"Université";"MCF";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";1
"0761904G";"Université";"MCF";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";2
"0761904G";"Université";"MCF";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";8
"0761904G";"Université";"MCF";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";7
"0761904G";"Université";"MCF";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";6
"0761904G";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";10
"0761904G";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";5
"0761904G";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";2
"0761904G";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";5
"0761904G";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";5
"0761904G";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";8
"0761904G";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";3
"0761904G";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";8
"0761904G";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0761904G";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";5
"0761904G";"Université";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";2
"0761904G";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";5
"0761904G";"Université";"PR";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";9
"0761904G";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";2
"0761904G";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";1
"0761904G";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";4
"0761904G";"Université";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";2
"0761904G";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0761904G";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";8
"0761904G";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";5
"0761904G";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";2
"0761904G";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";10
"0761904G";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";6
"0761904G";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";13
"0761904G";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";4
"0761904G";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";13
"0761904G";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";8
"0761904G";"Université";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";2
"0761904G";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";1
"0761904G";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";2
"0761904G";"Université";"PR";37;"37-Météorologie, océanographie physique et physique de l'environnement";"Sciences de la terre";"Sciences";1
"0761904G";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";7
"0761904G";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";4
"0761904G";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";6
"0761904G";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";3
"0761904G";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";5
"0761904G";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";7
"0761904G";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";10
"0761904G";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";7
"0761904G";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";6
"0761904G";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";11
"0761904G";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";7
"0761904G";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";6
"0761904G";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";10
"0761904G";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";2
"0761904G";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";3
"0761904G";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";8
"0761904G";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0761904G";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0761904G";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";4
"0761904G";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";3
"0761904G";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";6
"0761904G";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";3
"0761904G";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";2
"0761904G";"Université";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";5
"0761904G";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0761904G";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";7
"0761904G";"Université";"PR";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";1
"0761904G";"Université";"PR";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";2
"0761904G";"Université";"PR";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";1
"0761904G";"Université";"PR";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";7
"0761904G";"Université";"PR";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";1
"0762762P";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";13
"0762762P";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";6
"0762762P";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0762762P";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";8
"0762762P";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";15
"0762762P";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";2
"0762762P";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0762762P";"Université";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";11
"0762762P";"Université";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";1
"0762762P";"Université";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";4
"0762762P";"Université";"MCF";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";4
"0762762P";"Université";"MCF";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";2
"0762762P";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";7
"0762762P";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";2
"0762762P";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";1
"0762762P";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";3
"0762762P";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";2
"0762762P";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";13
"0762762P";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";21
"0762762P";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";2
"0762762P";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";3
"0762762P";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";5
"0762762P";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";1
